costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
0,USD,690735000,10-K,2012-12-31,0,2012,2123715000,548000,459047000,39485000,826212000,826212000,1502585000,621130000,0,881752000,2013-02-21,0,47248000,EQR,2123715000
0,USD,602875000,10-K,2011-12-31,0,2011,1989463000,485000,469440000,41612000,879720000,879720000,1486961000,502502000,4217000,935682000,2012-02-24,0,43606000,EQR,1989463000
0,USD,493149000,10-K,2010-12-31,0,2010,1995519000,378000,478376000,12373000,269242000,269242000,1597406000,398113000,28101000,296361000,2011-02-24,0,39887000,EQR,1995519000
0,USD,556215000,10-K,2009-12-31,0,2009,1943711000,1643000,504932000,19756000,347794000,347794000,1471008000,472703000,10689000,383672000,2010-02-25,0,38994000,EQR,1943711000
0,USD,515341000,10-K,2008-12-31,0,2008,2103204000,3438000,479138000,4400000,405585000,405585000,1639485000,463719000,5852000,453123000,2009-02-26,0,44951000,EQR,2103204000
0,USD,595494000,10-K,2007-12-31,0,2007,2038084000,0,486829000,7010000,960676000,960676000,1561015000,477069000,8989000,1057428000,2008-02-27,0,49227000,EQR,2038084000
0,USD,564159000,10-K,2006-12-31,0,2006,1990436000,0,452870000,9335000,1031766000,1031766000,1603346000,387090000,3162000,1151236000,2007-02-28,0,48465000,EQR,1990436000
0,USD,564821000,10-K,2005-12-31,0,2005,1954937000,0,393874000,65319000,807792000,807792000,1516282000,438655000,31575000,931246000,2006-03-08,0,71799000,EQR,1954937000
0,USD,538272000,10-K,2004-12-31,0,2004,1889501000,0,343489000,48931000,418583000,418583000,1417612000,471889000,4593000,522377000,2005-03-14,0,51236000,EQR,1889501000
0,USD,588102000,10-K,2003-12-31,0,2003,1823298000,0,329249000,34387000,426639000,426639000,1342230000,481068000,4942000,578234000,2004-03-12,0,38810000,EQR,1823298000
0,USD,694171000,10K,2002-12-31,0,2002,1979199000,0,337489000,28729000,324162000,324162000,1338014000,641185000,5054000,450834000,2003-03-14,0,46492000,EQR,1979199000
0,USD,920447000,10K,2001-12-31,0,2001,2148744000,0,355250000,35078000,367466000,367466000,1381362000,767382000,149293000,509489000,2002-03-07,0,35414000,EQR,2148744000
0,USD,959825000,10K,2000-12-31,0,2000,2005074000,0,382946000,41629000,437510000,437510000,1261308000,743766000,198426000,596672000,2001-02-20,0,26385000,EQR,2005074000
0,USD,741290000,10K,1999-12-31,0,1999,1729267000,0,337189000,29536000,280685000,280685000,1081512000,647755000,0,423868000,2000-03-14,0,22296000,EQR,1729267000
0,USD,506374000,10K,1998-12-31,0,1998,1317746000,0,246585000,18529000,165289000,165289000,833075000,484671000,0,276735000,1999-03-19,0,21718000,EQR,1317746000
5920509000,USD,2262776000,10-K,2022-12-31,0,2022,4498785000,272254000,137557000,0,1644817000,1644817000,8156518000,2262776000,0,1917071000,2023-02-17,0,2236009000,HSY,10419294000
4922739000,USD,2047247000,10-K,2021-12-31,0,2021,4048598000,314405000,127417000,5307000,1477512000,1477512000,6924090000,2047247000,0,1797224000,2022-02-18,0,2001351000,HSY,8971337000
4448450000,USD,1810344000,10-K,2020-12-31,0,2020,3701269000,219584000,149374000,-3295000,1278708000,1278708000,6339375000,1810344000,0,1494997000,2021-02-17,0,1890925000,HSY,8149719000
4363774000,USD,1716549000,10-K,2019-12-31,0,2019,3622478000,234032000,144125000,-2940000,1149692000,1149692000,6269703000,1716549000,0,1380784000,2020-02-20,0,1905929000,HSY,7986252000
4215744000,USD,1700496000,10-K,2018-12-31,0,2018,3575325000,239010000,138837000,-6511000,1177562000,1177562000,6090573000,1700496000,0,1410061000,2019-02-22,0,1874829000,HSY,7791069000
4070907000,USD,1531116000,10-K,2017-12-31,0,2017,3444519000,354131000,98282000,-26444000,782981000,782981000,5984310000,1531116000,0,1110668000,2018-02-27,0,1913403000,HSY,7515426000
4282290000,USD,1242513000,10-K,2016-12-31,0,2016,3157891000,379437000,90143000,0,720044000,720044000,6197668000,1242513000,0,1099481000,2017-02-21,0,1915378000,HSY,7440181000
4003951000,USD,1413367000,10-K,2015-12-31,0,2015,3382675000,388896000,77447000,0,512951000,512951000,5973259000,1413367000,0,901847000,2016-02-26,0,1969308000,HSY,7386626000
4085602000,USD,1435196000,10-K,2014-12-31,0,2014,3336166000,459131000,83532000,0,846912000,846912000,5986572000,1435196000,0,1306043000,2015-02-20,0,1900970000,HSY,7421768000
3865231000,USD,1358340000,10-K,2013-12-31,0,2013,3280848000,430849000,88356000,0,820470000,820470000,5787739000,1358340000,0,1251319000,2014-02-21,0,1922508000,HSY,7146079000
3784370000,USD,1156086000,10-K,2012-12-31,0,2012,2859882000,354648000,95569000,0,660931000,660931000,5488166000,1156086000,0,1015579000,2013-02-22,0,1703796000,HSY,6644252000
3548896000,USD,1054142000,10-K,2011-12-31,0,2011,2531892000,333883000,92183000,0,628962000,628962000,5026646000,1054142000,0,962845000,2012-02-17,0,1477750000,HSY,6080788000
3255801000,USD,988731000,10-K,2010-12-31,0,2010,2415208000,299065000,96434000,0,509799000,509799000,4682278000,988731000,0,808864000,2011-02-18,0,1426477000,HSY,5671009000
3245531000,USD,844465000,10-K,2009-12-31,0,2009,2053137000,235137000,90459000,0,435994000,435994000,4454203000,844465000,0,671131000,2010-02-19,0,1208672000,HSY,5298668000
3375050000,USD,684699000,10-K,2008-12-31,0,2008,1757718000,180617000,97876000,0,311405000,311405000,4448069000,684699000,0,492022000,2009-02-20,0,1073019000,HSY,5132768000
3315147000,USD,735695000,10-K,2007-12-31,0,2007,1631569000,126088000,118585000,0,214154000,214154000,4211021000,735695000,0,340242000,2008-02-19,0,895874000,HSY,4946716000
3076718000,USD,1007134000,10-K,2006-12-31,0,2006,1867512000,317441000,116056000,0,559061000,559061000,3937096000,1007134000,0,876502000,2007-02-23,0,860378000,HSY,4944230000
2965540000,USD,957448000,10-K,2005-12-31,0,2005,1870434000,279682000,87985000,0,493244000,493244000,3878526000,957448000,0,772926000,2006-02-28,0,912986000,HSY,4835974000
2679531000,USD,902177000,10-K,2004-12-31,0,2004,1749717000,244765000,66533000,0,590879000,590879000,3527071000,902177000,0,835644000,2005-03-07,0,847540000,HSY,4429248000
2544726000,USD,811383000,10-K,2003-12-31,0,2003,1627825000,267875000,63529000,0,457584000,457584000,3361168000,811383000,0,732827000,2004-03-12,0,816442000,HSY,4172551000
2561052000,USD,725839000,10-K,2002-12-31,0,2002,1559265000,233987000,60722000,0,403578000,403578000,3394478000,725839000,0,637565000,2003-03-26,0,833426000,HSY,4120317000
2665566000,USD,621711000,10-K405,2001-12-31,0,2001,1891675000,136385000,69093000,0,207156000,207156000,3935530000,621711000,0,343541000,2002-03-15,0,1269964000,HSY,4557241000
2471151000,USD,622650000,10-K,2000-12-31,0,2000,1749825000,212096000,76011000,0,334543000,334543000,3598326000,622650000,0,546639000,2001-03-15,0,1127175000,HSY,4220976000
2354724000,USD,558360000,10-K,1999-12-31,0,1999,1616200000,267564000,74271000,0,460310000,460310000,3412564000,558360000,0,727874000,2000-03-13,0,1057840000,HSY,3970924000
2625057000,USD,642663000,10-K,1998-12-31,0,1998,1810558000,216118000,85657000,0,340888000,340888000,3792952000,642663000,0,557006000,1999-03-15,0,1167895000,HSY,4435615000
1605292000,USD,800735000,10-Q,2023-04-02,1,2023,1382322000,172071000,37685000,0,587185000,587185000,2186879000,800735000,0,759256000,2023-04-27,0,581587000,HSY,2987614000
1507532000,USD,528361000,10-K,2022-12-31,4,2022,1144806000,-33174000,35587000,0,396296000,396296000,2123977000,528361000,0,363122000,2023-02-17,0,616445000,HSY,2652338000
1619653000,USD,556620000,10-Q,2022-10-02,3,2022,1108500000,73598000,35378000,0,399487000,399487000,2171533000,556620000,0,473085000,2022-11-04,0,551880000,HSY,2728153000
1372583000,USD,456531000,10-Q,2022-07-03,2,2022,999999000,87904000,33413000,0,315556000,315556000,1916051000,456531000,0,403460000,2022-07-28,0,543468000,HSY,2372582000
1420741000,USD,721264000,10-Q,2022-04-03,1,2022,1245480000,143926000,33179000,0,533478000,533478000,1944957000,721264000,0,677404000,2022-04-28,0,524216000,HSY,2666221000
1313261000,USD,459949000,10-K,2021-12-31,4,2021,1012867000,3150000,29762000,4235000,335556000,335556000,1866179000,459949000,0,342941000,2022-02-18,0,552918000,HSY,2326128000
1298504000,USD,575196000,10-Q,2021-10-03,3,2021,1061335000,76746000,30154000,0,444927000,444927000,1784643000,575196000,0,521673000,2021-10-28,0,486139000,HSY,2359839000
1063977000,USD,457816000,10-Q,2021-07-04,2,2021,925445000,117186000,31065000,0,301230000,301230000,1531606000,457816000,0,418416000,2021-07-29,0,467629000,HSY,1989422000
1246997000,USD,554286000,10-Q,2021-04-04,1,2021,1048951000,117323000,36436000,1072000,395799000,395799000,1741662000,554286000,0,514194000,2021-04-29,0,494665000,HSY,2295948000
1223173000,USD,424093000,10-K,2020-12-31,4,2020,962071000,-27930000,37782000,-57000,291387000,291387000,1761151000,424093000,0,263400000,2021-02-17,0,537978000,HSY,2185244000
1139805000,USD,611410000,10-Q,2020-09-27,3,2020,1080024000,115250000,37258000,-25000,447283000,447283000,1608419000,611410000,0,562508000,2020-11-06,0,468614000,HSY,2219829000
914777000,USD,383603000,10-Q,2020-06-28,2,2020,792552000,66035000,38079000,-859000,268901000,268901000,1323726000,383603000,0,334077000,2020-07-23,0,408949000,HSY,1707329000
1170695000,USD,391238000,10-Q,2020-03-29,1,2020,866622000,66229000,36255000,-2354000,271137000,271137000,1646079000,391238000,0,335012000,2020-04-23,0,475384000,HSY,2037317000
1156213000,USD,394712000,10-K,2019-12-31,4,2019,911912000,9903000,37435000,-2769000,207187000,207187000,1673413000,394712000,0,214321000,2020-02-20,0,517200000,HSY,2068125000
1191104000,USD,461955000,10-Q,2019-09-29,3,2019,943318000,82178000,35456000,-125000,325307000,325307000,1672467000,461955000,0,407360000,2019-10-25,0,481363000,HSY,2134422000
892473000,USD,420951000,10-Q,2019-06-30,2,2019,874744000,49898000,33776000,431000,312840000,312840000,1346266000,420951000,0,363169000,2019-07-25,0,453793000,HSY,1767217000
1123984000,USD,438931000,10-Q,2019-03-31,1,2019,892504000,92053000,37458000,-477000,304358000,304358000,1577557000,438931000,0,395934000,2019-04-25,0,453573000,HSY,2016488000
1043550000,USD,458316000,10-K,2018-12-31,4,2018,944352000,12370000,37630000,-5191000,336791000,336791000,1529586000,458316000,0,343970000,2019-02-22,0,486036000,HSY,1987902000
1216100000,USD,409572000,10-Q,2018-09-30,3,2018,863493000,91441000,36916000,1700000,263713000,263713000,1670021000,409572000,0,356854000,2018-10-26,0,453921000,HSY,2079593000
958195000,USD,343872000,10-Q,2018-07-01,2,2018,793420000,36687000,34952000,-3536000,226855000,226855000,1407743000,343872000,0,260006000,2018-07-27,0,449548000,HSY,1751615000
997899000,USD,488736000,10-Q,2018-04-01,1,2018,974060000,98512000,29339000,516000,350203000,350203000,1483223000,488736000,0,449231000,2018-04-26,0,485324000,HSY,1971959000
1105109000,USD,326094000,10-K,2017-12-31,4,2017,834527000,78840000,25826000,-26380000,-783000,-783000,1613542000,326094000,0,51677000,2018-02-27,0,508433000,HSY,1939636000
1092899000,USD,443040000,10-Q,2017-10-01,3,2017,940222000,126788000,24589000,710000,273303000,273303000,1590081000,443040000,0,400801000,2017-10-27,0,497182000,HSY,2033121000
899781000,USD,317322000,10-Q,2017-07-02,2,2017,763210000,78390000,24126000,-774000,203501000,203501000,1345669000,317322000,0,281117000,2017-07-28,0,445888000,HSY,1662991000
973118000,USD,444660000,10-Q,2017-04-02,1,2017,906560000,70113000,23741000,0,306960000,306960000,1435018000,444660000,0,377073000,2017-04-28,0,461900000,HSY,1879678000
1227975000,USD,235650000,10-K,2016-12-31,4,2016,742269000,81766000,23413000,0,116853000,116853000,1734594000,235650000,0,198619000,2017-02-21,0,506619000,HSY,1970244000
1152606000,USD,376354000,10-Q,2016-10-02,3,2016,850848000,100434000,24387000,0,227403000,227403000,1627100000,376354000,0,327837000,2016-10-28,0,474494000,HSY,2003454000
890273000,USD,284867000,10-Q,2016-07-03,2,2016,747398000,87340000,21338000,0,145956000,145956000,1352804000,284867000,0,233296000,2016-07-28,0,462531000,HSY,1637671000
1011436000,USD,345642000,10-Q,2016-04-03,1,2016,817376000,109897000,21005000,0,229832000,229832000,1483170000,345642000,0,339729000,2016-04-29,0,471734000,HSY,1828812000
1054862000,USD,345073000,10-K,2015-12-31,4,2015,854360000,83157000,-7599000,0,213384000,213384000,1564149000,345073000,0,296541000,2016-02-26,0,509287000,HSY,1909222000
1068715000,USD,391758000,10-Q,2015-10-04,3,2015,892064000,91867000,46967000,0,154771000,154771000,1569021000,391758000,0,246638000,2015-10-30,0,500306000,HSY,1960779000
843417000,USD,279863000,10-Q,2015-07-05,2,2015,735408000,83805000,18877000,0,-99941000,-99941000,1298962000,279863000,0,-16136000,2015-08-07,0,455545000,HSY,1578825000
1036957000,USD,396673000,10-Q,2015-04-05,1,2015,900843000,130067000,19202000,0,244737000,244737000,1541127000,396673000,0,374804000,2015-05-01,0,504170000,HSY,1937800000
1122962000,USD,367386000,10-K,2014-12-31,4,2014,887065000,119061000,20740000,0,202508000,202508000,1642641000,367386000,0,321569000,2015-02-20,0,519679000,HSY,2010027000
1101441000,USD,382568000,10-Q,2014-09-28,3,2014,860137000,121682000,20773000,0,223741000,223741000,1579010000,382568000,0,345423000,2014-10-31,0,477569000,HSY,1961578000
860876000,USD,278711000,10-Q,2014-06-29,2,2014,717474000,88562000,20734000,0,168168000,168168000,1299639000,278711000,0,256730000,2014-08-01,0,438763000,HSY,1578350000
1000323000,USD,406531000,10-Q,2014-03-30,1,2014,871490000,129826000,21285000,0,252495000,252495000,1465282000,406531000,0,382321000,2014-05-02,0,464959000,HSY,1871813000
1098867000,USD,313603000,10-K,2013-12-31,4,2013,857386000,100360000,21870000,0,186075000,186075000,1642650000,313603000,0,286435000,2014-02-21,0,543783000,HSY,1956253000
998335000,USD,373565000,10-Q,2013-09-29,3,2013,855551000,115892000,21759000,0,232985000,232985000,1480321000,373565000,0,348877000,2013-11-01,0,481986000,HSY,1853886000
789940000,USD,272504000,10-Q,2013-06-30,2,2013,718574000,88319000,21094000,0,159504000,159504000,1236010000,272504000,0,247823000,2013-08-07,0,446070000,HSY,1508514000
978089000,USD,398668000,10-Q,2013-03-31,1,2013,849337000,126278000,23633000,0,241906000,241906000,1428758000,398668000,0,368184000,2013-05-08,0,450669000,HSY,1827426000
995827000,USD,269351000,10-K,2012-12-31,4,2012,755208000,80072000,22666000,0,149879000,149879000,1481684000,269351000,0,229951000,2013-02-22,0,485857000,HSY,1751035000
1003952000,USD,321785000,10-Q,2012-09-30,3,2012,742757000,100479000,24535000,0,176716000,176716000,1424924000,321785000,0,277195000,2012-11-07,0,420972000,HSY,1746709000
795923000,USD,227116000,10-Q,2012-07-01,2,2012,618521000,62242000,24344000,0,135685000,135685000,1187328000,227116000,0,197927000,2012-08-08,0,391405000,HSY,1414444000
988668000,USD,337834000,10-Q,2012-04-01,1,2012,743396000,111855000,24024000,0,198651000,198651000,1394230000,337834000,0,310506000,2012-05-09,0,405562000,HSY,1732064000
0,USD,99679000,10-Q,2023-03-31,1,2023,207418000,24567000,0,0,73628000,73628000,107943000,99475000,0,98195000,2023-04-27,0,12366000,MKTX,207418000
0,USD,80981000,10-K,2022-12-31,4,2022,181196000,20202000,0,0,59226000,59226000,100281000,80915000,0,79428000,2023-02-22,0,13816000,MKTX,181196000
592300000,USD,186900000,10-Q,2023-03-31,1,2023,374100000,44400000,4000000,0,126900000,126900000,779500000,186900000,0,171300000,2023-04-28,0,187200000,AOS,966400000
587500000,USD,179700000,10-K,2022-12-31,4,2022,348600000,-122800000,3400000,0,-120100000,-120100000,756400000,179700000,0,-242900000,2023-02-14,0,168900000,AOS,936100000
569200000,USD,149500000,10-Q,2022-09-30,3,2022,305000000,34900000,2400000,0,109800000,109800000,724700000,149500000,0,144700000,2022-10-28,0,155500000,AOS,874200000
631500000,USD,167700000,10-Q,2022-06-30,2,2022,334400000,39100000,2100000,0,126200000,126200000,798200000,167700000,0,165300000,2022-07-29,0,166700000,AOS,965900000
636100000,USD,161800000,10-Q,2022-03-31,1,2022,341600000,36800000,1500000,0,119800000,119800000,815900000,161800000,0,156600000,2022-05-02,0,179800000,AOS,977700000
634900000,USD,176400000,10-K,2021-12-31,4,2021,360600000,42200000,1400000,0,139600000,139600000,819100000,176400000,0,181800000,2022-02-11,0,184200000,AOS,995500000
574300000,USD,162700000,10-Q,2021-09-30,3,2021,340300000,34800000,1000000,0,131600000,131600000,751900000,162700000,0,166400000,2021-10-29,0,177600000,AOS,914600000
538400000,USD,148300000,10-Q,2021-06-30,2,2021,321400000,33100000,900000,0,118200000,118200000,711500000,148300000,0,151300000,2021-07-30,0,173100000,AOS,859800000
480400000,USD,122100000,10-Q,2021-03-31,1,2021,288600000,28400000,1000000,0,97700000,97700000,646900000,122100000,0,126100000,2021-04-30,0,166500000,AOS,769000000
510400000,USD,152900000,10-K,2020-12-31,4,2020,324100000,31900000,1000000,0,120000000,120000000,681600000,152900000,0,151900000,2021-02-12,0,171200000,AOS,834500000
462900000,USD,137700000,10-Q,2020-09-30,3,2020,297100000,31900000,1600000,0,105400000,105400000,622300000,137700000,0,137300000,2020-11-06,0,159400000,AOS,760000000
416400000,USD,91600000,10-Q,2020-06-30,2,2020,247500000,19200000,2500000,0,67800000,67800000,572300000,91600000,0,87000000,2020-08-05,0,155900000,AOS,663900000
397400000,USD,65700000,10-Q,2020-03-31,1,2020,239500000,16000000,2200000,0,51700000,51700000,571200000,65700000,0,67700000,2020-05-05,0,173800000,AOS,636900000
455900000,USD,115100000,10-K,2019-12-31,4,2019,295000000,24200000,2500000,0,91300000,91300000,635800000,115100000,0,115500000,2020-02-24,0,179900000,AOS,750900000
444000000,USD,111900000,10-Q,2019-09-30,3,2019,284200000,25500000,3100000,0,87300000,87300000,616300000,111900000,0,112800000,2019-11-06,0,172300000,AOS,728200000
456700000,USD,130000000,10-Q,2019-06-30,2,2019,308700000,30100000,3400000,0,102100000,102100000,635400000,130000000,0,132200000,2019-08-08,0,178700000,AOS,765400000
455400000,USD,108100000,10-Q,2019-03-31,1,2019,292800000,22300000,2000000,0,89300000,89300000,640100000,108100000,0,111600000,2019-05-09,0,184700000,AOS,748200000
475500000,USD,150900000,10-K,2018-12-31,4,2018,337000000,28500000,1800000,0,126300000,126300000,661600000,150900000,0,154800000,2019-02-15,0,186100000,AOS,812500000
448100000,USD,128400000,10-Q,2018-09-30,3,2018,306000000,26900000,2000000,0,104600000,104600000,625700000,128400000,0,131500000,2018-11-08,0,177600000,AOS,754100000
492300000,USD,143800000,10-Q,2018-06-30,2,2018,341000000,31600000,2300000,0,114500000,114500000,689500000,143800000,0,146100000,2018-08-06,0,197200000,AOS,833300000
466500000,USD,128600000,10-Q,2018-03-31,1,2018,321500000,26600000,2300000,0,98800000,98800000,659400000,128600000,0,125400000,2018-05-07,0,192900000,AOS,788000000
