address1,city,state,zip,country,phone,website,industry,industryDisp,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,Open,High,Low,Close,Volume,Dividends,Stock Splits,fax,address2,industrySymbol,Adj Close
UnitedHealth Group Center,Minnetonka,MN,55343,United States,952 936 1300,https://www.unitedhealthgroup.com,Healthcare Plans,Healthcare Plans,Healthcare,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, Optum Health, Optum Insight, and Optum Rx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health care coverage, and health and well-being services to individuals age 50 and older addressing their needs; Medicaid plans, children's health insurance and health care programs; and health and dental benefits, and hospital and clinical services, as well as health care benefits products and services to state programs caring for the economically disadvantaged, medically underserved, and  those without the benefit of employer-funded health care coverage. The OptumHealth segment provides care delivery, care management, wellness and consumer engagement, and health financial services for consumers, care delivery systems, providers, employers, payers, and public-sector entities. The OptumInsight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and community health pharmacy services, and purchasing and clinical capabilities, as well as develops programs in the areas of step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota.",400000.0,"[{'maxAge': 1, 'name': 'Sir Andrew Philip Witty', 'age': 57, 'title': 'CEO & Non-Independent Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 4364334, 'exercisedValue': 0, 'unexercisedValue': 25645708}, {'maxAge': 1, 'name': 'Mr. Dirk C. McMahon', 'age': 62, 'title': 'Pres & COO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 3432099, 'exercisedValue': 0, 'unexercisedValue': 65918272}, {'maxAge': 1, 'name': 'Mr. John F. Rex', 'age': 60, 'title': 'Exec. VP & CFO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 3432099, 'exercisedValue': 20996852, 'unexercisedValue': 85664928}, {'maxAge': 1, 'name': 'Mr. Rupert  Bondy', 'age': 60, 'title': 'Exec. VP, Chief Legal Officer & Corp. Sec.', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 4315947, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian Robert Thompson', 'title': 'Exec. VP & CEO of UnitedHealthcare', 'fiscalYear': 2022, 'totalPay': 2859184, 'exercisedValue': 0, 'unexercisedValue': 18846174}, {'maxAge': 1, 'name': 'Mr. Thomas Edward Roos', 'age': 49, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sandeep  Dadlani', 'age': 47, 'title': 'Exec. VP and Chief Digital & Technology Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zachary William Sopcak', 'title': 'Sr. VP of Capital Markets Communications & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jennifer Mound Smoter', 'title': 'Sr. VP & Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James T. Barry Jr.', 'age': 76, 'title': 'Director of Sales for Western Pennsylvania', 'yearBorn': 1946, 'exercisedValue': 0, 'unexercisedValue': 0}]",10.0,7.0,5.0,1.0,5.0,1685577600.0,1672444800.0,86400.0,2.0,469.39,468.95,467.19,479.365,469.39,468.95,467.19,479.365,6.83,0.0146,1686787200.0,0.3019,1.35,0.682042,21.799267,17.002497,4834600.0,4834600.0,3369019.0,5415460.0,5415460.0,471.2,479.33,800.0,800.0,443869495296.0,445.68,558.1,1.3212605,488.8576,502.99716,6.6,0.014060802,USD,470418128896.0,0.06163,927261350.0,931032000.0,5521881.0,5215746.0,1682640000.0,1685491200.0,0.0058999998,0.00273,0.90031,2.25,0.0058999998,0.0,87.245,5.464496,1672444800.0,1703980800.0,1680220800.0,0.116,20704000000.0,21.87,28.04,1.5,2:1,1117497600.0,1.4,14.631,-0.04613751,0.15015817,1.88,1686787200.0,NYQ,EQUITY,UNH,UNH,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,466867800.0,America/New_York,EDT,33ae4437-560d-3a42-9aa4-234d48c993c5,finmb_104673,-14400000.0,476.75,650.0,514.0,584.43,587.0,1.8,buy,23.0,46497001472.0,49.941,32152999936.0,70587998208.0,0.718,0.773,335943991296.0,77.893,359.298,0.07321,0.25275,79617000000.0,34861748224.0,37213999104.0,0.129,0.147,0.24754,0.09571,0.08802,USD,1.5254,,,,,,,,,9900 Bren Road East,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.95001220703125,479.3699951171875,467.19000244140625,476.75,4886500.0,0.0,0.0,,,,
"55 Glenlake Parkway, N.E.",Atlanta,GA,30328,United States,404 828 6000,https://www.ups.com,Integrated Freight & Logistics,Integrated Freight & Logistics,Industrials,"United Parcel Service, Inc., a package delivery company, provides transportation and delivery, distribution, contract logistics, ocean freight, airfreight, customs brokerage, and insurance services. It operates through two segments, U.S. Domestic Package and International Package. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services comprising guaranteed time-definite express options in Europe, Asia, the Indian sub-continent, the Middle East, Africa, Canada, and Latin America. The company also provides international air and ocean freight forwarding, post-sales, and mail and consulting services. In addition, it offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industries; financial and information services; and fulfillment and transportation management services. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",500000.0,"[{'maxAge': 1, 'name': 'Ms. Carol B. Tome', 'age': 65, 'title': 'CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 2689686, 'exercisedValue': 0, 'unexercisedValue': 3097876}, {'maxAge': 1, 'name': 'Mr. Brian O. Newman', 'age': 53, 'title': 'Exec. VP & CFO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1242943, 'exercisedValue': 0, 'unexercisedValue': 855975}, {'maxAge': 1, 'name': 'Mr. Bala  Subramanian', 'age': 51, 'title': 'EVP and Chief Digital & Technology Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 581785, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathleen M. Gutmann', 'age': 53, 'title': 'Exec. VP and Pres of International, Healthcare & Supply Chain Solutions', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1166151, 'exercisedValue': 2807919, 'unexercisedValue': 1345457}, {'maxAge': 1, 'name': 'Mr. Nando  Cesarone', 'age': 50, 'title': 'Exec. VP & Pres of U.S.', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1240132, 'exercisedValue': 878894, 'unexercisedValue': 458061}, {'maxAge': 1, 'name': 'Ken  Cook', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Norman M. Brothers Jr.', 'age': 54, 'title': 'Exec. VP, Chief Legal, Compliance Officer & Corp. Sec.', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevin M. Warren', 'age': 59, 'title': 'Exec. VP and Chief Marketing & Customer Experience Officer', 'yearBorn': 1963, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Darrell L. Ford', 'age': 57, 'title': 'Exec. VP, Chief Diversity, Equity and Inclusion Officer & Chief HR Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Noel  Massie', 'title': 'Mang. of U.S. Operations', 'exercisedValue': 0, 'unexercisedValue': 0}]",2.0,3.0,8.0,10.0,9.0,1685577600.0,1672444800.0,86400.0,2.0,177.27,174.13,172.87,176.59,177.27,174.13,172.87,176.59,6.48,0.0366,1683849600.0,0.5,2.96,1.089436,14.047735,14.677093,4928507.0,4928507.0,3266909.0,4140450.0,4140450.0,172.0,181.0,1100.0,800.0,149128380416.0,154.87,209.39,1.5080991,176.7336,178.39395,6.18,0.03486207,USD,169271787520.0,0.10902,724341799.0,724780032.0,11108832.0,12959244.0,1682640000.0,1685491200.0,0.0128999995,8.9999994e-05,0.72845,3.64,0.0153,0.0,23.327,7.4433064,1672444800.0,1703980800.0,1680220800.0,-0.288,10780999680.0,12.36,11.83,5.36,,,1.712,10.546,-0.027990818,0.15015817,1.62,1683849600.0,NYQ,EQUITY,UPS,UPS,"United Parcel Service, Inc.","United Parcel Service, Inc.",942244200.0,America/New_York,EDT,0e60ac85-bc39-31e2-a1d6-6a048ff164da,finmb_238570,-14400000.0,173.63,230.0,100.0,189.29,195.0,2.3,buy,27.0,9397999616.0,10.942,16051000320.0,26400000000.0,1.228,1.336,98885001216.0,131.651,113.923,0.11238,0.6076,25086000000.0,7148874752.0,11980999680.0,-0.277,-0.06,0.24709,0.16232,0.12937,USD,2.5053,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.1300048828125,176.58999633789062,172.8699951171875,173.6300048828125,4935300.0,0.0,0.0,,,,
100 First Stamford Place,Stamford,CT,06902,United States,203 622 3131,https://www.unitedrentals.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals and Specialty. The General Rentals segment rents general construction and industrial equipment includes backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools for construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. The specialty segment rents specialty construction products, including trench safety equipment consists of trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; power and heating, ventilating, and air conditioning equipment, such as portable diesel generators, electrical distribution equipment, and temperature control equipment; fluid solutions equipment for fluid containment, transfer, and treatment; and mobile storage equipment and modular office space. This segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. It also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. The company sells used equipment through its sales force, brokers, website, at auctions, and directly to manufacturers. The company operates a network of 1,521 rental locations in the United States, Canada, Europe, Australia, and New Zealand. United Rentals, Inc. was incorporated in 1997 and is headquartered in Stamford, Connecticut.",24600.0,"[{'maxAge': 1, 'name': 'Mr. Matthew J. Flannery', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 4173191, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. William  Grace', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1152608, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dale A. Asplund', 'age': 54, 'title': 'Exec. VP & COO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 2096600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andrew B. Limoges', 'age': 39, 'title': 'VP, Controller & Principal Accounting Officer', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 729806, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Craig Adam Pintoff', 'age': 52, 'title': 'Exec. VP & Chief Admin. Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1781745, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel T. Higgins', 'title': 'VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabeth Carolyn Grenfell', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Joli L. Gross', 'age': 51, 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael D. Durand', 'title': 'Sr. VP of Sales & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Robert N. Halsey', 'title': 'VP of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}]",6.0,7.0,2.0,1.0,3.0,1685577600.0,1672444800.0,86400.0,2.0,407.01,405.36,404.8,417.92,407.01,405.36,404.8,417.92,5.92,0.0145000005,1683590400.0,0.0476,,1.816901,13.195029,9.7083235,896607.0,896607.0,993288.0,1055030.0,1055030.0,0.0,445.54,3200.0,800.0,28458840064.0,230.54,481.99,2.2945125,364.0408,362.3977,1.48,0.0036362743,USD,40380268544.0,0.17649001,68388189.0,68731200.0,2784270.0,2900347.0,1682640000.0,1685491200.0,0.0405,0.00521,0.96963996,3.14,0.0461,0.0,103.431,4.0032487,1672444800.0,1703980800.0,1680220800.0,0.229,2188999936.0,31.38,42.65,0.68,,,3.256,10.494,0.7556819,0.15015817,1.48,1683590400.0,NYQ,EQUITY,URI,URI,"United Rentals, Inc.","United Rentals, Inc.",882455400.0,America/New_York,EDT,84473062-10a0-372a-894b-7d774799df1a,finmb_36005,-14400000.0,414.06,557.0,296.0,433.56,443.0,2.4,buy,18.0,99000000.0,1.44,3848000000.0,12504999936.0,1.009,1.15,12403000320.0,175.386,177.278,0.09663,0.33132,5023000000.0,1372875008.0,4486000128.0,0.281,0.302,0.42788,0.31024998,0.27921,USD,1.1624,,,,,,,,203 622 6080,Suite 700,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.3599853515625,417.9200134277344,404.79998779296875,414.05999755859375,948200.0,0.0,0.0,,,,
Universal Corporate Center,King of Prussia,PA,19406-0958,United States,610 768 3300,https://uhs.com,Medical Care Facilities,Medical Care Facilities,Healthcare,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. The company operates through Acute Care Hospital Services and Behavioral Health Care Services segments. Its hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic and coronary care, pediatric services, pharmacy services, and/or behavioral health services. The company also provides commercial health insurance services; and various management services, which include central purchasing, information, finance and control systems, facilities planning, physician recruitment, administrative personnel management, marketing, and public relations services. Universal Health Services, Inc. founded in 1978 and is headquartered in King of Prussia, Pennsylvania.",93800.0,"[{'maxAge': 1, 'name': 'Mr. Alan B. Miller', 'age': 84, 'title': 'Founder & Exec. Chairman', 'yearBorn': 1938, 'fiscalYear': 2022, 'totalPay': 2138641, 'exercisedValue': 13514550, 'unexercisedValue': 33795108}, {'maxAge': 1, 'name': 'Mr. Marc D. Miller', 'age': 51, 'title': 'CEO, Pres & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1345895, 'exercisedValue': 2086780, 'unexercisedValue': 6502555}, {'maxAge': 1, 'name': 'Mr. Steve G. Filton', 'age': 64, 'title': 'Exec. VP, CFO & Sec.', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 805186, 'exercisedValue': 1743000, 'unexercisedValue': 4526552}, {'maxAge': 1, 'name': 'Mr. Matthew Jay Peterson', 'age': 52, 'title': 'Exec. VP & Pres of Behavioral Health Division', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 686138, 'exercisedValue': 0, 'unexercisedValue': 966823}, {'maxAge': 1, 'name': 'Mr. Edward H. Sim', 'age': 50, 'title': 'Exec. VP & Pres of Acute Care Division', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 709440, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matthew David Klein', 'title': 'Sr. VP & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Victor J. Radina', 'title': 'Sr. VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Geraldine Johnson Geckle', 'title': 'Sr. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Michael S. Nelson', 'title': 'Sr. VP of Strategic Services', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jim  Clark', 'title': 'Sr. VP of Fin. - Acute Care Division', 'exercisedValue': 0, 'unexercisedValue': 0}]",9.0,10.0,9.0,10.0,10.0,1685577600.0,1672444800.0,86400.0,2.0,149.12,148.38,147.9,151.41,149.12,148.38,147.9,151.41,0.8,0.0054,1685491200.0,0.0851,0.46,1.260915,15.947816,13.135965,1017757.0,1017757.0,652714.0,847830.0,847830.0,145.73,160.37,800.0,800.0,10509529088.0,82.5,154.65,0.77424353,138.5044,127.41815,0.8,0.0053648073,USD,15673350144.0,0.05045,60793569.0,62928900.0,2086075.0,1643558.0,1682640000.0,1685491200.0,0.0297,0.03723,1.0254,3.2,0.045300003,0.0,85.665,1.7480885,1672444800.0,1703980800.0,1680220800.0,0.06,684182976.0,9.39,11.4,2.85,2:1,1260921600.0,1.155,9.293,0.42091274,0.15015817,0.2,1685491200.0,NYQ,EQUITY,UHS,UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",363533400.0,America/New_York,EDT,d5972957-7c1e-3aeb-9b12-57692d0e143b,finmb_36040,-14400000.0,149.75,178.0,139.0,155.07,154.0,2.6,hold,15.0,109969000.0,1.567,1686646016.0,5273232896.0,1.15,1.373,13573932032.0,87.065,188.542,0.051820002,0.111169994,5162775000.0,-33258376.0,841342976.0,0.129,0.053,0.38805,0.12425999,0.081549995,USD,,,,,,,,,,367 South Gulph Road PO Box 61558,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3800048828125,151.41000366210938,147.89999389648438,149.75,1033100.0,0.0,0.0,,,,
1 Fountain Square,Chattanooga,TN,37402,United States,423 294 1011,https://www.unum.com,Insurance—Life,Insurance—Life,Financial Services,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions primarily in the United States, the United Kingdom, Poland, and internationally. It operates through Unum US, Unum International, Colonial Life, and Closed Block and Corporate segments. The company offers group long-term and short-term disability, group life, and accidental death and dismemberment products; supplemental and voluntary products, such as individual disability, voluntary benefits, and dental and vision products; and accident, sickness, disability, life, and cancer and critical illness products. It also provides group pension, individual life and corporate-owned life insurance, reinsurance pools and management operations, and other miscellaneous products. The company sells its products primarily to employers for the benefit of employees. Unum Group sells its products through field sales personnel, independent brokers, consultants, and independent contractor agency sales force. Unum Group was founded in 1848 and is based in Chattanooga, Tennessee.",10665.0,"[{'maxAge': 1, 'name': 'Mr. Richard Paul McKenney', 'age': 53, 'title': 'Pres, CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 5396867, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steven Andrew Zabel', 'age': 53, 'title': 'Exec. VP & CFO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 2231062, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael Quinn Simonds', 'age': 48, 'title': 'Exec. VP & COO', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 2608133, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lisa Gonzalez Iglesias CPA, J.D.', 'age': 56, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1530878, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Timothy Gerald Arnold', 'age': 59, 'title': 'Exec. VP of Voluntary Benefits & Pres of Colonial Life', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1533921, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Martha Davies Leiper C.F.A., CFA', 'age': 59, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Walter Lynn Rice Jr.', 'age': 51, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Puneet  Bhasin', 'age': 59, 'title': 'Exec. VP, Chief Information & Digital Officer', 'yearBorn': 1963, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. J. Matthew Royal', 'title': 'Sr. VP of Investor Relations & Treasury', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabeth A. Claire Ahmed', 'age': 47, 'title': 'Exec. VP of People & Communications', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}]",4.0,1.0,1.0,2.0,1.0,1685577600.0,1672444800.0,86400.0,2.0,45.55,45.48,45.18,46.01,45.55,45.48,45.18,46.01,1.32,0.029000001,1682553600.0,0.18120001,4.05,1.059154,6.4044943,5.816326,996283.0,996283.0,1345890.0,1104770.0,1104770.0,0.0,47.5,800.0,800.0,8986345472.0,31.12,46.99,0.7459715,43.6386,41.81285,1.32,0.028979145,USD,11010378752.0,0.118879996,195501994.0,197068992.0,2612155.0,2275595.0,1682640000.0,1685491200.0,0.013300001,0.00892,0.89698,1.81,0.0153,0.0,46.854,0.97323596,1672444800.0,1703980800.0,1680220800.0,0.49,1432099968.0,7.12,7.84,0.73,2:1,865296000.0,0.914,5.273,0.40697312,0.15015817,0.33,1682553600.0,NYQ,EQUITY,UNM,UNM,Unum Group,Unum Group,531671400.0,America/New_York,EDT,2e794035-c5d0-3981-89a3-ace3b3f5fae7,finmb_166762,-14400000.0,45.6,59.0,46.0,50.92,50.0,2.5,buy,13.0,1445900032.0,7.337,2088199936.0,3479800064.0,3.966,17.525,12046499840.0,37.63,60.378,0.01921,0.14413999,3933800000.0,2204400128.0,1243500032.0,0.525,0.019,0.3445,0.17334,0.16444,USD,,,,,,,,,207 772 1951,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.47999954223633,46.0099983215332,45.18000030517578,45.599998474121094,1018600.0,0.0,0.0,,,,
